id,host_id,host_listings_count,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_location
44454271,359154140,0,Santa Maria Maior,Lisboa,38.710420,-9.135920,Entire rental unit,Entire home/apt,4,1,2,3,115,3,16,4.88,5,5,5
44454628,344546018,0,Ericeira,Mafra,38.974810,-9.419540,Private room in villa,Private room,2,1,1,1,35,2,6,4.5,5,4.33,4.5
44457891,140799888,4,Misericrdia,Lisboa,38.715140,-9.144380,Entire rental unit,Entire home/apt,4,1,2,2,128,3,57,4.98,4.96,4.98,4.96
44458330,359161082,1,Santa Maria Maior,Lisboa,38.716120,-9.142590,Entire condominium (condo),Entire home/apt,4,2,1,2,117,3,28,4.79,4.75,5,5
44458698,145681992,0,Ericeira,Mafra,38.971300,-9.414890,Private room in condominium (condo),Private room,4,2,2,2,180,2,1,5,5,5,5
44459758,222858515,12,Avenidas Novas,Lisboa,38.733740,-9.148550,Private room in rental unit,Private room,1,3,1,1,20,15,2,5,5,5,5
44461344,246044699,2,Porto Salvo,Oeiras,38.716240,-9.305420,Entire residential home,Entire home/apt,6,1,1,4,23,2,13,4.54,4.69,4.92,4.62
44463796,50185035,5,Misericrdia,Lisboa,38.713220,-9.149950,Room in boutique hotel,Private room,1,1,1,1,54,1,58,4.76,4.9,4.84,4.83
44474891,110008124,0,Cascais e Estoril,Cascais,38.699170,-9.378310,Entire rental unit,Entire home/apt,2,1,1,1,75,3,2,5,5,5,5
44483056,13567546,22,Santa Maria Maior,Lisboa,38.711350,-9.136660,Entire rental unit,Entire home/apt,10,3,5,7,194,2,38,5,4.95,4.97,5
44483242,49580051,1,Carcavelos e Parede,Cascais,38.689510,-9.360870,Entire condominium (condo),Entire home/apt,4,1,1,2,80,3,20,4.65,4.65,4.7,4.5
44484419,2745876,0,Cascais e Estoril,Cascais,38.703580,-9.437810,Entire rental unit,Entire home/apt,4,1,1,1,75,2,11,5,5,5,4.91
44486226,359651204,0,Santa Maria Maior,Lisboa,38.710620,-9.138660,Entire rental unit,Entire home/apt,6,2,1,3,115,2,7,4.86,4.86,4.86,5
44486340,359651204,0,Santa Maria Maior,Lisboa,38.709910,-9.139070,Entire rental unit,Entire home/apt,4,1,1,2,102,2,21,4.62,4.76,4.48,4.81
44488407,3953109,531,Santa Maria Maior,Lisboa,38.707660,-9.137180,Entire rental unit,Entire home/apt,4,1,1,2,119,1,6,5,5,5,5
44489268,2298097,0,Lourinh e Atalaia,Lourinh,39.264410,-9.331070,Private room in residential home,Private room,2,1,1,0,45,3,1,5,5,5,5
44489861,11388083,4,A dos Cunhados e Maceira,Torres Vedras,39.139450,-9.376980,Entire rental unit,Entire home/apt,4,1,1,3,70,2,11,4.73,4.45,4.64,4.64
44497606,192867441,2,Mina de gua,Amadora,38.758760,-9.228710,Private room in rental unit,Private room,1,1,1,1,23,2,1,5,5,5,5
44498124,239513511,30,Estrela,Lisboa,38.714710,-9.157620,Entire rental unit,Entire home/apt,6,2,2,4,72,1,59,4.68,4.63,4.78,4.76
44498867,239513511,30,Estrela,Lisboa,38.712910,-9.157530,Entire rental unit,Entire home/apt,7,2,2,4,62,1,38,4.87,4.95,4.87,4.82
44499770,239513511,30,Estrela,Lisboa,38.714080,-9.157440,Entire rental unit,Entire home/apt,6,2,2,4,47,1,36,4.81,4.83,4.78,4.86
44500016,15900664,39,Misericrdia,Lisboa,38.711650,-9.146750,Entire rental unit,Entire home/apt,8,3,4,4,209,3,7,4.86,4.71,4.57,5
44500203,359656933,13,Arroios,Lisboa,38.723150,-9.133660,Entire rental unit,Entire home/apt,2,1,1,1,39,2,51,4.33,4.49,4.27,4.41
44500369,359656933,13,Arroios,Lisboa,38.721310,-9.135150,Entire rental unit,Entire home/apt,4,1,1,1,39,2,27,4.37,4.59,4.19,4.52
44525622,237077831,1,Santo Antnio dos Cavaleiros e Frielas,Loures,38.813640,-9.164490,Camper/RV,Entire home/apt,3,0,1,1,39,3,1,5,5,5,5
44531335,61033404,3,Santo Antnio,Lisboa,38.721320,-9.152540,Entire rental unit,Entire home/apt,4,1,1,2,94,2,13,4.85,5,4.92,4.92
44532450,61033404,3,Santo Antnio,Lisboa,38.720590,-9.151340,Entire rental unit,Entire home/apt,4,1,0,2,95,2,7,5,5,5,5
44533652,360227042,0,Santo Antnio,Lisboa,38.724830,-9.146850,Private room in rental unit,Private room,2,1,1,0,20,28,1,5,5,4,5
44544984,402191311,0,Alcntara,Lisboa,38.703200,-9.182050,Entire rental unit,Entire home/apt,4,2,2,3,77,2,14,4.43,4.36,4.14,4.79
44550613,360497018,0,Ajuda,Lisboa,38.713100,-9.203640,Entire loft,Entire home/apt,4,1,1,2,24,2,24,4.79,4.88,4.71,4.58
44552460,339323911,8,Misericrdia,Lisboa,38.707930,-9.147200,Tiny house,Entire home/apt,3,1,1,1,55,1,83,4.3,4.51,4.58,4.66
44554013,405842,8,Areeiro,Lisboa,38.744280,-9.139910,Entire rental unit,Entire home/apt,3,1,1,1,50,4,2,4.5,5,4.5,5
44558280,50185035,5,Misericrdia,Lisboa,38.713330,-9.150680,Room in boutique hotel,Private room,2,1,1,1,63,1,5,4.6,4.8,5,4.6
44567294,73787604,0,Ericeira,Mafra,38.977810,-9.411550,Entire rental unit,Entire home/apt,6,3,3,4,130,4,24,4.75,4.5,4.42,4.5
44572742,21019651,48,Santo Antnio,Lisboa,38.720650,-9.143370,Entire rental unit,Entire home/apt,16,2,5,11,208,2,9,4.67,4.89,4.56,4.89
44590524,318669472,38,Santa Maria Maior,Lisboa,38.711140,-9.140380,Entire rental unit,Entire home/apt,4,1,1,2,71,1,18,4.39,4.56,4.17,4.94
44595191,360134424,1,Arroios,Lisboa,38.729350,-9.136860,Room in hotel,Private room,2,1,1,1,70,1,4,4.75,4.75,5,4.5
44596733,360932308,0,Lourinh e Atalaia,Lourinh,39.267200,-9.301890,Entire villa,Entire home/apt,8,4,4,4,280,4,9,4.78,4.89,4.67,4.89
44604787,402191311,0,Arroios,Lisboa,38.724950,-9.136240,Entire rental unit,Entire home/apt,2,1,0,1,42,1,16,4.25,4.25,4.56,4.25
44605338,339323911,8,Misericrdia,Lisboa,38.707750,-9.145920,Private room in residential home,Private room,2,1,1,1,45,1,100,4.48,4.57,4.71,4.89
44624024,360227042,0,Santo Antnio,Lisboa,38.724830,-9.146450,Private room in rental unit,Private room,2,2,1,0,20,14,1,5,5,4,5
44626553,327776633,5,Arroios,Lisboa,38.716550,-9.138490,Entire rental unit,Entire home/apt,6,1,2,4,91,1,3,4.33,4,3.33,4.33
44626619,360227042,0,Santo Antnio,Lisboa,38.727100,-9.146820,Private room in rental unit,Private room,2,2,1,0,20,28,2,4.5,5,4,5
44627436,360227042,0,Santo Antnio,Lisboa,38.725670,-9.145060,Private room in rental unit,Private room,2,2,1,0,20,10,2,4.5,4.5,4,5
44627511,360227042,0,Santo Antnio,Lisboa,38.725550,-9.147140,Private room in rental unit,Private room,2,2,1,0,20,28,1,4,5,3,5
44627804,360227042,0,Santo Antnio,Lisboa,38.727200,-9.146520,Private room in rental unit,Private room,1,1,1,0,15,14,4,3.5,3.75,3.25,4.75
44628312,360227042,0,Santo Antnio,Lisboa,38.725810,-9.144780,Private room in rental unit,Private room,2,2,1,0,20,14,2,4.5,3.5,3.5,5
44628395,360227042,0,Santo Antnio,Lisboa,38.726710,-9.146660,Private room in rental unit,Private room,2,2,1,0,20,14,1,5,5,5,5
44628466,360227042,0,Santo Antnio,Lisboa,38.725790,-9.146920,Private room in rental unit,Private room,2,2,1,0,20,14,1,3,5,1,5
44628713,360227042,0,Santo Antnio,Lisboa,38.725250,-9.146660,Private room in rental unit,Private room,2,2,1,0,20,13,1,3,3,2,5
44628818,360227042,0,Santo Antnio,Lisboa,38.725060,-9.144980,Private room in rental unit,Private room,2,2,1,0,20,28,4,3.75,4,2.75,5
44629108,360227042,0,Santo Antnio,Lisboa,38.725470,-9.144840,Private room in rental unit,Private room,2,2,1,0,20,28,2,4,4,4.5,4.5
44631523,96200075,11,Misericrdia,Lisboa,38.705600,-9.143210,Entire rental unit,Entire home/apt,2,1,1,1,38,2,10,4.6,4.8,4.7,5
44637522,360227042,0,Santo Antnio,Lisboa,38.726900,-9.144780,Private room in rental unit,Private room,2,2,1,0,20,14,2,3.5,4,3,5
44637684,360227042,0,Santo Antnio,Lisboa,38.727020,-9.145550,Private room in rental unit,Private room,1,2,1,0,13,28,2,4.5,4.5,4,5
44637911,360227042,0,Santo Antnio,Lisboa,38.725220,-9.145230,Private room in rental unit,Private room,1,2,1,0,14,28,1,4,5,5,5
44641240,96200075,11,Misericrdia,Lisboa,38.705810,-9.142880,Entire rental unit,Entire home/apt,6,1,1,1,60,2,6,4.83,5,4.67,5
44646448,130178829,1,Encosta do Sol,Amadora,38.768040,-9.213820,Entire rental unit,Entire home/apt,3,1,1,2,29,2,2,4.5,5,5,4.5
44646628,353889391,3,Arroios,Lisboa,38.729740,-9.135170,Private room in rental unit,Private room,3,2,1,2,36,1,1,5,5,5,5
44656140,61033404,3,Santo Antnio,Lisboa,38.721550,-9.152090,Entire rental unit,Entire home/apt,4,1,1,2,94,2,11,5,5,4.73,5
44657571,49096239,14,Santa Maria Maior,Lisboa,38.710500,-9.133590,Entire rental unit,Entire home/apt,6,1,2,2,78,2,19,4.79,4.84,4.63,4.89
44660900,61033404,3,Santo Antnio,Lisboa,38.719850,-9.152540,Entire rental unit,Entire home/apt,4,1,1,1,92,2,14,4.86,5,4.64,5
44661165,361593297,0,Campolide,Lisboa,38.738460,-9.167860,Entire rental unit,Entire home/apt,4,1,1,2,115,3,7,5,5,5,5
44661258,361588058,0,Ericeira,Mafra,38.961510,-9.399010,Entire residential home,Entire home/apt,6,2,3,4,145,4,1,5,5,5,5
44672625,339323911,8,Misericrdia,Lisboa,38.708000,-9.145810,Private room in residential home,Private room,2,1,1,1,42,1,35,4.34,4.4,4.6,4.89
44676557,65206254,0,Campolide,Lisboa,38.726820,-9.161410,Entire condominium (condo),Entire home/apt,4,1,2,3,50,2,2,5,5,5,4.5
44677585,48922678,1,So Vicente,Lisboa,38.717420,-9.120360,Entire rental unit,Entire home/apt,5,1,2,4,100,2,4,5,5,4.75,5
44682115,15937114,2,Ericeira,Mafra,38.961580,-9.397670,Private room in cottage,Private room,2,1,1,2,35,3,1,5,5,5,5
44684326,361841387,0,Ericeira,Mafra,38.969720,-9.418440,Entire rental unit,Entire home/apt,4,1,1,1,65,3,28,4.93,5,4.93,5
44690548,361900757,0,Misericrdia,Lisboa,38.711100,-9.146860,Entire rental unit,Entire home/apt,4,1,1,2,79,2,2,5,4.5,5,5
44692214,4659742,4,Odivelas,Odivelas,38.788750,-9.183440,Entire condominium (condo),Entire home/apt,3,1,1,2,48,3,9,5,5,5,4.67
44692216,50185035,5,Misericrdia,Lisboa,38.713510,-9.150690,Room in boutique hotel,Private room,2,1,1,1,54,1,16,4.44,4.5,4.31,4.88
44692568,50185035,5,Misericrdia,Lisboa,38.714670,-9.151990,Room in boutique hotel,Private room,3,1,1,2,73,1,14,4.64,4.71,4.64,4.86
44694720,361932934,0,Lumiar,Lisboa,38.767660,-9.153240,Entire rental unit,Entire home/apt,3,1,1,2,65,3,5,4.4,4.8,5,5
44694946,353889391,3,Arroios,Lisboa,38.730370,-9.135980,Private room in rental unit,Private room,2,2,1,1,30,1,9,4.89,4.67,4.67,4.33
44695179,361900757,0,Misericrdia,Lisboa,38.712530,-9.146940,Entire rental unit,Entire home/apt,4,1,1,2,89,2,4,5,5,5,5
44697045,221977260,0,Santa Maria Maior,Lisboa,38.716100,-9.133460,Entire rental unit,Entire home/apt,6,1,2,4,221,1,1,5,5,5,5
44698856,361900757,0,Misericrdia,Lisboa,38.712260,-9.146850,Entire rental unit,Entire home/apt,4,1,1,2,110,2,3,5,5,5,5
44699179,361974195,1,Carvoeira,Mafra,38.929340,-9.411600,Entire cabin,Entire home/apt,5,1,2,3,65,3,12,4.58,4.5,4.67,5
44700782,361900757,0,Misericrdia,Lisboa,38.712280,-9.146750,Entire rental unit,Entire home/apt,4,1,1,2,102,2,8,4.75,4.88,5,5
44705975,362015679,0,Colares,Sintra,38.815370,-9.471140,Entire villa,Entire home/apt,6,1,2,5,100,5,4,3.75,3.75,4.75,4.75
44734337,4972896,41,Cascais e Estoril,Cascais,38.699920,-9.443320,Entire rental unit,Entire home/apt,5,1,2,3,94,1,4,4.75,4.75,5,4.75
44737938,361900757,0,Misericrdia,Lisboa,38.710500,-9.147070,Entire rental unit,Entire home/apt,4,2,2,2,65,2,12,4.67,4.83,4.83,4.92
44741210,100610722,1,Areeiro,Lisboa,38.743220,-9.142970,Private room in rental unit,Private room,2,1,1,1,25,2,10,4.6,4.8,4.4,5
44746046,361900757,0,Misericrdia,Lisboa,38.710960,-9.146730,Entire rental unit,Entire home/apt,5,2,2,3,119,2,14,4.93,4.93,4.93,5
44749041,361900757,0,Misericrdia,Lisboa,38.712660,-9.146680,Entire rental unit,Entire home/apt,5,2,2,3,108,2,9,4.78,4.78,5,4.89
44755078,221977260,0,Santa Maria Maior,Lisboa,38.716100,-9.133460,Entire rental unit,Entire home/apt,4,1,1,3,142,1,2,5,5,5,5
44775589,3799705,4,Santa Maria Maior,Lisboa,38.714180,-9.134550,Entire rental unit,Entire home/apt,2,1,0,1,83,2,5,4.8,4.8,4.6,4.6
44783992,361900757,0,Misericrdia,Lisboa,38.712690,-9.145630,Entire rental unit,Entire home/apt,5,2,2,2,130,2,6,5,5,4.83,4.83
44801373,136162856,0,Colares,Sintra,38.807320,-9.442760,Entire residential home,Entire home/apt,4,1,2,3,70,3,19,4.74,4.74,4.79,4.32
44837174,362556827,1,Avenidas Novas,Lisboa,38.737650,-9.149300,Room in boutique hotel,Private room,2,1,1,1,124,1,2,5,5,5,5
44905318,339323911,8,Misericrdia,Lisboa,38.708110,-9.147400,Private room in residential home,Private room,2,1,1,1,45,1,3,4.67,4.33,5,5
44910479,4659742,4,Odivelas,Odivelas,38.789790,-9.184100,Entire condominium (condo),Entire home/apt,4,1,1,2,61,3,18,4.94,4.94,5,4.67
44913530,74171605,22,Misericrdia,Lisboa,38.710910,-9.150710,Entire serviced apartment,Entire home/apt,2,1,1,1,57,2,49,4.59,4.63,4.65,4.78
44944354,362931449,6,Estrela,Lisboa,38.707290,-9.158190,Entire rental unit,Entire home/apt,2,1,0,1,50,2,42,4.9,4.88,4.93,4.88
44997463,3953109,531,Ericeira,Mafra,38.959310,-9.413840,Entire rental unit,Entire home/apt,5,1,2,4,83,1,4,4.5,4.5,4.75,5
45009090,362931449,6,Estrela,Lisboa,38.707620,-9.159700,Entire rental unit,Entire home/apt,2,1,0,1,34,2,32,4.72,4.88,4.91,4.75
45011169,362931449,6,Estrela,Lisboa,38.707470,-9.157910,Entire rental unit,Entire home/apt,2,1,0,1,38,2,38,4.76,4.79,4.74,4.71
45048505,337668117,0,Cascais e Estoril,Cascais,38.691310,-9.419730,Boat,Entire home/apt,4,2,2,3,150,1,29,4.97,4.9,4.93,5
45048551,208933060,19,Estrela,Lisboa,38.703940,-9.166130,Entire rental unit,Entire home/apt,4,1,1,1,103,1,7,4.71,4.29,4.71,4.71
45052871,237563363,1,Encarnao,Mafra,39.021300,-9.415130,Entire villa,Entire home/apt,2,1,1,1,71,3,1,4,4,5,5
45053427,104083974,73,Belm,Lisboa,38.695900,-9.202130,Entire rental unit,Entire home/apt,5,1,3,4,69,1,6,4,4,4,4.67
45054042,46807062,15,Campolide,Lisboa,38.726380,-9.162090,Private room in rental unit,Private room,2,1,1,1,75,3,1,5,5,5,5
45061873,83883069,8,Cascais e Estoril,Cascais,38.704990,-9.396470,Entire rental unit,Entire home/apt,2,1,0,1,61,2,28,5,4.96,5,5
45063177,363626809,0,Estrela,Lisboa,38.705980,-9.167220,Entire rental unit,Entire home/apt,10,4,5,6,327,3,12,4.92,4.92,5,4.75
45063771,9335787,0,Ericeira,Mafra,38.971210,-9.399420,Entire townhouse,Entire home/apt,3,1,2,2,51,7,5,4.6,4.6,5,5
45073875,282211482,8,Arroios,Lisboa,38.726520,-9.141680,Private room in rental unit,Private room,1,1,1,1,35,5,3,5,5,4.67,4.67
45081469,111221971,0,Colares,Sintra,38.807550,-9.443380,Entire townhouse,Entire home/apt,5,1,2,4,80,7,1,5,5,5,4
45083468,37483732,5,Misericrdia,Lisboa,38.712230,-9.146910,Entire condominium (condo),Entire home/apt,5,1,3,3,55,2,4,4.5,5,5,4.75
45087473,55513268,2,Cascais e Estoril,Cascais,38.703720,-9.398480,Entire rental unit,Entire home/apt,2,1,1,2,140,3,3,5,5,5,5
45090385,106153503,12,Ribamar,Lourinh,39.200530,-9.336560,Entire villa,Entire home/apt,6,3,3,4,300,7,1,5,5,5,3
45097044,364166891,0,Belm,Lisboa,38.694650,-9.218540,Entire rental unit,Entire home/apt,6,2,3,4,80,3,2,4.5,5,5,4
45097438,129000409,204,Cascais e Estoril,Cascais,38.704650,-9.433250,Entire rental unit,Entire home/apt,6,1,2,2,75,1,10,4.4,4.4,4,4
45099055,126665180,54,Cascais e Estoril,Cascais,38.698390,-9.422110,Entire rental unit,Entire home/apt,5,1,2,2,125,1,32,4.69,4.78,4.44,4.94
45099803,126665180,54,Cascais e Estoril,Cascais,38.704290,-9.399100,Entire rental unit,Entire home/apt,4,1,1,2,139,1,29,4.28,4.28,4.17,4.83
45099825,28586432,3,Arroios,Lisboa,38.721830,-9.138900,Entire rental unit,Entire home/apt,4,1,2,3,40,2,10,4.5,4.8,4.5,4.8
45100471,126665180,54,Santa Maria Maior,Lisboa,38.712970,-9.138540,Entire rental unit,Entire home/apt,5,1,2,3,129,1,17,4.24,4.53,4.12,4.94
45103043,56201244,20,Misericrdia,Lisboa,38.709220,-9.148290,Entire rental unit,Entire home/apt,4,1,2,2,95,2,13,4.77,4.77,4.85,4.85
45110780,1756107,159,Santo Antnio,Lisboa,38.718980,-9.145140,Entire rental unit,Entire home/apt,2,2,1,1,172,2,9,4.44,4.67,4.67,5
45137360,362556827,1,Avenidas Novas,Lisboa,38.736080,-9.148080,Room in boutique hotel,Private room,2,1,1,1,65,1,1,5,5,5,5
45137655,362556827,1,Avenidas Novas,Lisboa,38.735990,-9.149080,Room in boutique hotel,Private room,2,1,1,1,75,1,4,4.75,4.75,4.75,5
45150185,21029247,8,Misericrdia,Lisboa,38.713570,-9.144340,Entire rental unit,Entire home/apt,6,1,3,4,130,1,5,4.8,4.8,4.4,4.8
45152677,116114374,13,Campolide,Lisboa,38.728910,-9.162650,Entire rental unit,Entire home/apt,3,1,1,2,58,3,2,5,5,5,5
45168894,83883069,8,Cascais e Estoril,Cascais,38.701020,-9.417470,Entire rental unit,Entire home/apt,4,1,2,3,84,4,45,4.98,5,5,4.93
45176293,325646937,3,Avenidas Novas,Lisboa,38.734820,-9.155770,Private room in rental unit,Private room,4,2,1,0,60,1,4,4.75,4.75,4.75,5
45199316,50185035,5,Misericrdia,Lisboa,38.715530,-9.150040,Room in boutique hotel,Private room,2,1,1,1,58,1,10,4.9,5,4.8,5
45200079,225857461,6,Belm,Lisboa,38.708800,-9.218030,Shared room in hostel,Shared room,6,1,1,0,15,1,3,4,4,4,4
45204890,67318568,6,Venteira,Amadora,38.751590,-9.225440,Private room in rental unit,Private room,2,1,1,1,29,2,29,4.79,4.79,4.86,4.59
45210903,38063489,3,A dos Cunhados e Maceira,Torres Vedras,39.168380,-9.352350,Tent,Entire home/apt,2,1,1,0,20,1,13,4.77,4.46,4.69,4.92
45212421,165587850,2,Santa Maria Maior,Lisboa,38.711930,-9.126930,Entire loft,Entire home/apt,2,1,0,1,55,2,6,5,5,5,5
45214839,120054701,15,Santa Maria Maior,Lisboa,38.716150,-9.134010,Entire rental unit,Entire home/apt,2,1,0,2,50,3,15,4.2,4.33,4.27,4.4
45222670,4972896,41,Cascais e Estoril,Cascais,38.697830,-9.423030,Entire rental unit,Entire home/apt,4,1,1,2,89,1,4,4.75,5,5,5
45230477,61033404,3,Santo Antnio,Lisboa,38.720880,-9.152500,Entire rental unit,Entire home/apt,4,1,0,2,90,2,9,4.44,4.78,4.78,4.89
45231245,123896369,8,Benfica,Lisboa,38.741830,-9.202210,Private room in rental unit,Private room,2,1,1,1,33,2,4,3.75,4.25,4,3.75
45233598,123896369,8,Benfica,Lisboa,38.742910,-9.203000,Private room in rental unit,Private room,2,1,1,1,33,2,2,3,3,5,3
45233723,123896369,8,Benfica,Lisboa,38.743510,-9.200590,Private room in rental unit,Private room,2,1,1,1,39,2,2,5,5,4.5,4.5
45236923,248026373,2,Arroios,Lisboa,38.716160,-9.139070,Entire rental unit,Entire home/apt,6,1,3,3,70,3,3,5,5,5,5
45238330,137635529,8,Estrela,Lisboa,38.704890,-9.167410,Entire rental unit,Entire home/apt,3,1,1,1,400,30,1,5,5,5,5
45256678,365239277,2,So Vicente,Lisboa,38.715250,-9.123800,Entire rental unit,Entire home/apt,3,1,1,1,40,1,30,4.47,4.53,4.47,4.77
45265985,365749836,0,Misericrdia,Lisboa,38.709750,-9.150730,Entire rental unit,Entire home/apt,6,2,2,3,123,2,2,5,5,5,4.5
45270034,325646937,3,Arroios,Lisboa,38.730660,-9.144650,Private room in rental unit,Private room,2,2,1,1,50,1,4,4,4,5,5
45281035,61033404,3,Santo Antnio,Lisboa,38.719900,-9.150090,Entire rental unit,Entire home/apt,6,2,2,2,128,3,13,4.69,4.92,4.69,5
45283173,190814174,9,Campo de Ourique,Lisboa,38.719780,-9.166400,Private room in condominium (condo),Private room,2,1,1,1,22,3,4,4.75,5,4,5
45304306,330969628,0,Penha de Frana,Lisboa,38.733330,-9.129570,Entire rental unit,Entire home/apt,4,1,1,2,77,1,32,4.88,4.97,5,4.72
45307437,102336875,13,Carcavelos e Parede,Cascais,38.687360,-9.355050,Entire rental unit,Entire home/apt,4,1,2,2,62,2,18,5,5,4.94,4.83
45310947,66158277,0,Arroios,Lisboa,38.720840,-9.135060,Entire residential home,Entire home/apt,1,1,1,1,31,7,18,4.33,4.72,4.56,4.61
45315730,66158277,0,Arroios,Lisboa,38.720840,-9.135570,Entire residential home,Entire home/apt,2,1,1,1,36,7,5,4.6,4.6,4.8,4.6
45317011,330969628,0,Arroios,Lisboa,38.733160,-9.132080,Entire rental unit,Entire home/apt,6,2,2,4,123,2,37,4.84,4.86,4.81,4.51
45317256,330969628,0,Arroios,Lisboa,38.733180,-9.132120,Entire rental unit,Entire home/apt,8,2,3,4,131,2,29,4.97,4.93,5,4.79
45326588,120054701,15,Santa Maria Maior,Lisboa,38.716140,-9.133950,Entire rental unit,Entire home/apt,2,1,0,1,55,1,35,4.69,4.8,4.63,4.69
45327488,21019651,48,So Vicente,Lisboa,38.713240,-9.125640,Entire rental unit,Entire home/apt,14,3,5,9,162,2,7,4.57,4.43,4.57,4.86
45327601,366387554,4,Campo de Ourique,Lisboa,38.719960,-9.159750,Entire rental unit,Entire home/apt,4,1,0,3,45,2,7,4.29,4.71,4.29,5
45328746,366387554,4,Santa Maria Maior,Lisboa,38.718700,-9.135570,Entire rental unit,Entire home/apt,4,1,0,3,40,5,16,4.06,4.19,4.13,4.06
45330619,120054701,15,Santa Maria Maior,Lisboa,38.717790,-9.134140,Entire rental unit,Entire home/apt,2,1,0,1,55,1,11,4.45,4.73,4.91,4.82
45332612,15282851,9,Avenidas Novas,Lisboa,38.742210,-9.161950,Entire rental unit,Entire home/apt,4,1,2,3,101,2,18,4.61,4.78,4.67,4.44
45333311,339172172,0,Cascais e Estoril,Cascais,38.701870,-9.388260,Private room in rental unit,Private room,2,1,1,1,30,2,2,5,5,5,5
45342987,344546018,0,Ericeira,Mafra,38.972760,-9.418210,Private room in villa,Private room,2,1,2,2,30,2,20,4.75,4.85,4.45,4.9
45343187,344546018,0,Ericeira,Mafra,38.973560,-9.419040,Private room in villa,Private room,3,1,1,2,30,2,2,4.5,5,4.5,4.5
45356891,38063489,3,A dos Cunhados e Maceira,Torres Vedras,39.167310,-9.353350,Private room in tent,Private room,1,1,1,1,15,1,2,5,5,4.5,5
45357681,108379605,0,guas Livres,Amadora,38.745400,-9.224070,Entire rental unit,Entire home/apt,6,1,2,2,200,1,5,4.8,5,5,4.6
45365286,366765258,0,Carcavelos e Parede,Cascais,38.689970,-9.332770,Entire rental unit,Entire home/apt,4,1,1,2,53,2,33,4.88,4.82,4.85,4.79
45375285,145101539,30,Santa Maria Maior,Lisboa,38.717050,-9.134010,Entire rental unit,Entire home/apt,7,1,2,3,41,2,3,4,4.33,3.67,4.33
45376550,299512603,3,So Vicente,Lisboa,38.716360,-9.130000,Entire rental unit,Entire home/apt,4,1,2,2,60,2,3,4.67,5,5,5
45377378,366387554,4,Campo de Ourique,Lisboa,38.718320,-9.159580,Entire rental unit,Entire home/apt,3,1,0,2,35,3,13,4.15,4.08,3.92,4.69
45379245,19884024,7,Santa Maria Maior,Lisboa,38.716160,-9.134100,Entire rental unit,Entire home/apt,3,1,1,2,78,1,18,4.94,4.83,4.94,4.83
45379719,357786070,0,Arroios,Lisboa,38.723490,-9.132850,Entire rental unit,Entire home/apt,6,2,2,4,78,1,16,4.25,4.69,4.31,4.25
45389555,19884024,7,Santa Maria Maior,Lisboa,38.716000,-9.134130,Entire rental unit,Entire home/apt,3,1,1,2,78,1,27,4.93,4.96,4.96,4.89
45391092,46807062,15,Campolide,Lisboa,38.725220,-9.160770,Private room in rental unit,Private room,3,2,1,3,80,2,1,5,5,5,5
45408111,367194706,0,Carcavelos e Parede,Cascais,38.680370,-9.330340,Entire rental unit,Entire home/apt,4,1,1,2,60,2,8,4.5,5,4,5
45410195,3953109,531,Parque das Naes,Lisboa,38.780730,-9.097830,Entire rental unit,Entire home/apt,4,2,2,3,94,1,1,5,4,4,5
45410196,3953109,531,Estrela,Lisboa,38.704150,-9.159620,Entire rental unit,Entire home/apt,6,2,3,4,89,1,14,4.07,4.07,4,3.93
45415938,87636507,5,So Vicente,Lisboa,38.717680,-9.132900,Entire rental unit,Entire home/apt,2,1,1,1,45,2,38,4.87,4.95,4.92,4.63
45434274,199017495,0,Carcavelos e Parede,Cascais,38.692800,-9.329200,Entire rental unit,Entire home/apt,2,1,2,2,50,6,4,5,5,5,4.75
45436937,367525734,0,Cascais e Estoril,Cascais,38.704290,-9.399100,Entire rental unit,Entire home/apt,4,1,1,2,46,1,52,4.37,4.56,4.62,4.73
45438142,19884024,7,Santa Maria Maior,Lisboa,38.715740,-9.133350,Entire rental unit,Entire home/apt,4,1,1,2,78,1,34,4.74,4.62,4.97,4.62
45444277,358761513,3,Santa Maria Maior,Lisboa,38.711110,-9.138900,Entire rental unit,Entire home/apt,6,2,3,4,80,2,9,3.89,3.56,4.44,4.89
45444335,40109130,2,Penha de Frana,Lisboa,38.722190,-9.129760,Private room in rental unit,Private room,2,1,1,1,20,2,1,5,5,5,5
45446224,21019651,48,Santa Maria Maior,Lisboa,38.709350,-9.135860,Entire rental unit,Entire home/apt,8,1,4,6,100,1,7,4.71,4.86,4.14,5
45448098,367637898,1,Olivais,Lisboa,38.762770,-9.120630,Entire rental unit,Entire home/apt,4,1,2,2,19,1,5,5,5,5,5
45448868,187821197,0,Santa Maria Maior,Lisboa,38.717040,-9.136200,Entire rental unit,Entire home/apt,3,1,1,1,100,7,1,5,5,5,5
45449610,14976826,12,Misericrdia,Lisboa,38.712490,-9.146970,Private room in rental unit,Private room,2,1,1,1,19,1,25,4.24,4.44,3.96,4.92
45460573,257927631,193,Santa Maria Maior,Lisboa,38.712730,-9.127510,Entire rental unit,Entire home/apt,2,1,1,2,57,2,20,4.15,4.25,4.25,4.55
